"순번","쉼터명칭","사용여부","도로명주소","지번주소","시설유형","시설면적","이용가능인원","운영시작일","운영종료일","평일개방여부","평일 개방시간","평일 종료시간","토요일개방여부","토요일 개방시간","토요일 종료시간","일요일 개방여부","일요일 개방시간","일요일 종료시간","공휴일 개방여부","공휴일 개방시간","공휴일 종료시간","위도","경도","비고","X좌표","Y좌표"
"581","하계경로당","Y","서울특별시 노원구 공릉로58마길 7","서울특별시 노원구 하계동 65-41","노인시설","167.00","53","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.07659360","37.63679000","","206760.449240","559688.975912"
"582","중계9단지아파트경로당","Y","서울특별시 노원구 노원로16길 15","서울특별시 노원구 하계동 256","노인시설","277.00","69","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.07366470","37.64247580","","206501.437600","560319.834104"
"583","하계1동주민센터","Y","서울특별시 노원구 노원로 261","서울특별시 노원구 하계동 251-2","주민센터","268.00","20","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.07259180","37.64056850","","206406.910272","560108.069587"
"584","하계5단지경로당","Y","서울특별시 노원구 섬밭로 201","서울특별시 노원구 하계동 272","노인시설","107.00","147","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.06558590","37.63343600","","205789.126880","559315.980649"
"585","학여울청구B단지아파트경로당","Y","서울특별시 노원구 동일로207길 186","서울특별시 노원구 하계동 356","노인시설","73.00","24","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.06438960","37.63286680","","205683.575382","559252.732256"
"586","하계2동주민센터","Y","서울특별시 노원구 공릉로55길 88","서울특별시 노원구 하계동 273-2","주민센터","237.59","20","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.06794350","37.63198950","","205997.343452","559155.582321"
"587","학여울청구117동경로당","Y","서울특별시 노원구 동일로207길 186","서울특별시 노원구 하계동 356","노인시설","64.00","20","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.06464170","37.63236550","","205705.866209","559197.108492"
"588","천보경로당","Y","서울특별시 노원구 중계로14길 39-4 ","서울특별시 노원구 중계동 93-32","노인시설","259.00","33","2024-12-23","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.08221290","37.65025730","","207255.120700","561184.128195"
"589","은행경로당","Y","서울특별시 노원구 중계로8길 124","서울특별시 노원구 중계동 68-5","노인시설","50.00","44","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.08357540","37.64827160","","207375.554935","560963.841849"
"590","현대2차아파트경로당","Y","서울특별시 노원구 중계로8길 103","서울특별시 노원구 중계동 578","노인시설","68.00","23","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.08466710","37.64782780","","207471.942276","560914.670950"
"591","중계본동주민센터","Y","서울특별시 노원구 중계로 143","서울특별시 노원구 중계동 363-4","주민센터","266.00","20","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.08034600","37.64777040","","207090.606983","560907.964717"
"592","편백경로당","Y","서울특별시 노원구 중계로16길 36-1 ","서울특별시 노원구 중계동 107-54","노인시설","40.00","15","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.08234160","37.65094740","","207266.410975","561260.732291"
"593","양지대림2차209동경로당","Y","서울특별시 노원구 덕릉로77길 27","서울특별시 노원구 중계동 588-1","노인시설","117.00","20","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.07279290","37.65475080","","206423.437730","561682.174588"
"594","양지대림1차106,107동경","Y","서울특별시 노원구 덕릉로73길 31","서울특별시 노원구 중계동 587-1","노인시설","91.00","28","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.07170130","37.65210910","","206327.336196","561388.898233"
"595","중계1동주민센터","Y","서울특별시 노원구 한글비석로 279","서울특별시 노원구 중계동 359-5","주민센터","266.00","20","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.07751900","37.65259110","","206840.679456","561442.803763"
"596","한우리경로당","Y","서울특별시 노원구 덕릉로92길 13-11 ","서울특별시 노원구 중계동 133-27","노인시설","129.00","18","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.07674120","37.66058600","","206771.316237","562330.101382"
"597","중계사회복지관경로당","Y","서울특별시 노원구 덕릉로 662","서울특별시 노원구 중계동 358","노인시설","155.00","91","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.07632540","37.65678080","","206734.971544","561907.732090"
"598","건영아파트경로당","Y","서울특별시 노원구 덕릉로 718","서울특별시 노원구 중계동 586","노인시설","38.00","41","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.07602500","37.66142260","","206708.046516","562422.904223"
"599","대호프라자경로당","Y","서울특별시 노원구 한글비석로 384","서울특별시 노원구 중계동 591","노인시설","76.00","40","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.07296460","37.65977910","","206438.154792","562240.277500"
"600","중계4동주민센터","Y","서울특별시 노원구 덕릉로82길 50","서울특별시 노원구 중계동 369-2","주민센터","334.00","20","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.07796420","37.65881080","","206879.392363","562133.160817"
"601","마들사회복지관경로당","Y","서울특별시 노원구 동일로210길 22","서울특별시 노원구 중계동 515-3","노인시설","141.00","33","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.06510310","37.64713120","","205745.456379","560835.977101"
"602","평화사회복지관경로당","Y","서울특별시 노원구 노원로 331","서울특별시 노원구 중계동 514-3","노인시설","111.00","100","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.06911560","37.64648560","","206099.618986","560764.575405"
"603","중계2,3동주민센터","Y","서울특별시 노원구 노원로17길 56","서울특별시 노원구 중계동 511-1","주민센터","395.00","20","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.06874550","37.64207650","","206067.315372","560275.186380"
"604","중계4단지목화아파트경로당","Y","서울특별시 노원구 노원로 311","서울특별시 노원구 중계동 511-2","노인시설","252.00","83","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.06980230","37.64329990","","206160.485024","560411.040108"
"605","상계수락경로당","Y","서울특별시 노원구 동일로242라길 20","서울특별시 노원구 상계동 1116-64","노인시설","43.35","31","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.05764650","37.67592990","","205085.434097","564031.917023"
"606","우림루미아트경로당","Y","서울특별시 노원구 동일로238길 33","서울특별시 노원구 상계동 1307","노인시설","55.00","30","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.05708320","37.67459030","","205035.831672","563883.203936"
"607","은빛3단지어르신방경로당","Y","서울특별시 노원구 동일로250길 17","서울특별시 노원구 상계동 1264","노인시설","109.00","67","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.05668090","37.68280990","","204999.789461","564795.479252"
"608","북현경로당","Y","서울특별시 노원구 동일로237바길 17","서울특별시 노원구 상계동 1273","노인시설","25.00","20","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.05047160","37.67443110","","204452.571378","563865.199684"
"609","봉산경로당","Y","서울특별시 노원구 동일로242가길 26-23 ","서울특별시 노원구 상계동 1117-10","노인시설","31.00","30","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.05636170","37.67686390","","204972.029828","564135.513113"
"610","상계1동현대4차아파트경로당","Y","서울특별시 노원구 동일로231다길 23","서울특별시 노원구 상계동 1271","노인시설","43.00","21","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.05085250","37.67315730","","204486.250818","563723.838368"
"611","상계1동주민센터","Y","서울특별시 노원구 동일로 1697","서울특별시 노원구 상계동 1259","주민센터","338.00","20","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.05489990","37.67988260","","204842.878765","564470.483343"
"612","계산경로당","Y","서울특별시 노원구 동일로230가길 15","서울특별시 노원구 상계동 1295","노인시설","266.00","43","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.05680970","37.67190260","","205011.884498","563584.880605"
"613","상일경로당","Y","서울특별시 노원구 동일로237가길 10","서울특별시 노원구 상계동 1049-104","노인시설","142.00","37","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.05452980","37.67432920","","204810.589720","563854.090264"
"614","청솔경로당","Y","서울특별시 노원구 노원로30길 73","서울특별시 노원구 상계동 181-14","노인시설","120.00","26","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.07072500","37.65612680","","206240.845581","561834.757197"
"615","노원우성아파트경로당","Y","서울특별시 노원구 상계로7길 18","서울특별시 노원구 상계동 1251","노인시설","36.00","34","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.06524250","37.65794020","","205756.924160","562035.675805"
"616","불암경로당","Y","서울특별시 노원구 한글비석로47길 99-3 ","서울특별시 노원구 상계동 404-7","노인시설","329.00","22","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.06605260","37.65964530","","205828.273178","562224.974975"
"617","원터경로당","Y","서울특별시 노원구 상계로10길 24-7 ","서울특별시 노원구 상계동 330-27","노인시설","263.00","36","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.06745000","37.65628180","","205951.843859","561851.747762"
"618","상계2동주민센터","Y","서울특별시 노원구 상계로 118","서울특별시 노원구 상계동 385-1","주민센터","386.06","20","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.06781960","37.65750210","","205984.359729","561987.212396"
"619","수암경로당","Y","서울특별시 노원구 덕릉로115가길 21","서울특별시 노원구 상계동 101-187","노인시설","95.00","35","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.07852750","37.66759700","","206928.280088","563108.383854"
"620","상계불암대림아파트207동경로","Y","서울특별시 노원구 덕릉로94가길 41","서울특별시 노원구 상계동 1290","노인시설","85.00","22","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.07796690","37.66394930","","206879.156423","562703.483670"
"621","동아불암106동경로당","Y","서울특별시 노원구 덕릉로112길 13","서울특별시 노원구 상계동 1286","노인시설","113.00","34","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.07851410","37.66637830","","206927.211106","562973.119094"
"622","불암현대아파트106동경로당","Y","서울특별시 노원구 덕릉로118길 27","서울특별시 노원구 상계동 1294","노인시설","152.00","24","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.08035410","37.66808950","","207089.389505","563163.183084"
"623","도암경로당","Y","서울특별시 노원구 덕릉로126길 24","서울특별시 노원구 상계동 68-50","노인시설","101.00","31","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.08319990","37.67079010","","207340.199545","563463.142368"
"624","덕산경로당","Y","서울특별시 노원구 덕릉로129길 7","서울특별시 노원구 상계동 1372-2","노인시설","72.00","36","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.08239260","37.67226770","","207268.832447","563627.078737"
"625","상계3,4동주민센터","Y","서울특별시 노원구 덕릉로 859","서울특별시 노원구 상계동 1369-6","주민센터","757.96","20","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.08318650","37.67288130","","207338.811403","563695.244247"
"626","희망경로당","Y","서울특별시 노원구 덕릉로130길 48","서울특별시 노원구 상계동 71-71","노인시설","36.00","34","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.08571050","37.67201720","","207561.569391","563599.538089"
"627","양지마을경로당","Y","서울특별시 노원구 덕릉로137길 45","서울특별시 노원구 상계동 6-39","노인시설","44.00","34","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.08274130","37.67497880","","207299.329856","563928.011738"
"628","숲속경로당","Y","","서울특별시 노원구 상계동 산 149-12","노인시설","21.00","20","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.07307730","37.66562660","","206447.593286","562889.300010"
"629","상계5동주민센터","Y","서울특별시 노원구 한글비석로 434","서울특별시 노원구 상계동 167-2","주민센터","227.70","20","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.06937580","37.66295980","","206121.229745","562593.063386"
"630","복지경로당","Y","서울특별시 노원구 한글비석로 426-12 ","서울특별시 노원구 상계동 169-80","노인시설","252.00","46","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.07052650","37.66256700","","206222.792174","562549.542203"
"631","상계5동경로당","Y","서울특별시 노원구 한글비석로37길 22","서울특별시 노원구 상계동 389-209","노인시설","55.00","22","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.06896010","37.66145650","","206084.674015","562426.184891"
"632","송암경로당","Y","서울특별시 노원구 한글비석로44길 64-20 ","서울특별시 노원구 상계동 138-63","노인시설","134.00","60","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.07194000","37.66453740","","206347.342306","562768.331920"
"633","노원구청 1층","Y","서울특별시 노원구 노해로 437","서울특별시 노원구 상계동 701-1","기타","378.54","50","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","Y","09:00:00","18:00:00","Y","09:00:00","18:00:00","Y","09:00:00","18:00:00","127.05673190","37.65410950","","205006.215595","561610.018085"
"634","상계마들아파트경로당","Y","서울특별시 노원구 덕릉로70가길 101","서울특별시 노원구 상계동 771-3","노인시설","83.00","13","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.05689010","37.64164750","","205021.014561","560226.871179"
"635","상계6,7동주민센터","Y","서울특별시 노원구 노원로 429","서울특별시 노원구 상계동 722","주민센터","178.40","20","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.06697520","37.65489300","","205910.057185","561697.574840"
"636","상계8동주민센터","Y","서울특별시 노원구 동일로227길 97","서울특별시 노원구 상계동 658","주민센터","216.00","20","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.05157130","37.66674980","","204550.055152","563012.702969"
"637","상계9동주민센터","Y","서울특별시 노원구 한글비석로 487","서울특별시 노원구 상계동 682","주민센터","238.00","20","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.06388530","37.66449920","","205636.670412","562763.577381"
"638","상계10동주민센터","Y","서울특별시 노원구 노원로 530","서울특별시 노원구 상계동 671","주민센터","237.59","20","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.06026700","37.66128030","","205317.653400","562406.099927"
"639","은평구청(1층로비)","Y","서울특별시 은평구 은평로 195","서울특별시 은평구 녹번동 87-1","기타","2,126.00","708","2025-01-24","2025-03-15","Y","09:00:00","18:00:00","Y","09:00:00","18:00:00","Y","09:00:00","18:00:00","Y","09:00:00","18:00:00","126.92950130","37.60249380","","193774.651441","555882.042551"
"640","어울누리 녹번 경로당","Y","서울특별시 은평구 녹번로7길 36","서울특별시 은평구 녹번동 104-34","노인시설","218.00","20","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.92800000","37.60600000","*평시 09:00~18:00 운영","193642.378362","556271.292859"
"641","일심경로당","Y","서울특별시 은평구 은평로21길 36-2 ","서울특별시 은평구 녹번동 91-6","노인시설","86.00","15","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.93068600","37.60289500","*평시 09:00~18:00 운영","193879.298600","555926.493451"
"642","녹색경로당","Y","서울특별시 은평구 은평로11길 21","서울특별시 은평구 녹번동 160-9","노인시설","176.00","35","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.92329100","37.60265900","*평시 09:00~18:00 운영","193226.269245","555900.807797"
"643","녹번동주민센터","Y","서울특별시 은평구 은평로 195","서울특별시 은평구 녹번동 87-1","주민센터","277.00","84","2024-11-15","2025-03-15","Y","09:00:00","21:00:00","N","","","N","","","N","","","126.92991440","37.60220690","*평시 09:00~18:00 운영 *한파특보시 평일 야간 18:00 ~ 21:00 운영","193811.106245","555850.172503"
"644","송암경로당","Y","서울특별시 은평구 불광로5길 6-12 ","서울특별시 은평구 불광동 238-161","노인시설","118.00","15","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.93197400","37.61504800","*평시 09:00~18:00 운영","193994.011450","557275.260935"
"645","대광경로당","Y","서울특별시 은평구 진흥로15길 22-12 ","서울특별시 은평구 불광동 604-3","노인시설","37.00","10","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.93220000","37.61140000","*평시 09:00~18:00 운영","194013.672483","556870.357932"
"646","불광1동주민센터","Y","서울특별시 은평구 진흥로15길 10","서울특별시 은평구 불광동 613-1","주민센터","66.00","20","2024-11-15","2025-03-15","Y","09:00:00","21:00:00","N","","","N","","","N","","","126.93198640","37.61033050","*평시 09:00~18:00 운영 *한파특보시 평일 야간 18:00 ~ 21:00 운영","193994.726905","556751.668682"
"647","불광노인복지관","Y","서울특별시 은평구 연서로32길 17-11 ","서울특별시 은평구 불광동 339-13","복지회관","30.00","10","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.92484500","37.61951530","*평시 09:00~18:00 운영","193364.991756","557771.563320"
"648","어울누리느티나무경로당","Y","서울특별시 은평구 연서로33길 14-19 ","서울특별시 은평구 불광동 415-2","노인시설","140.00","25","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.92490000","37.62230000","*평시 09:00~18:00 운영","193370.094690","558080.631449"
"649","새장골경로당","Y","서울특별시 은평구 연서로37길 47","서울특별시 은평구 불광동 98-7","노인시설","148.00","20","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.92776500","37.62541800","*평시 09:00~18:00 운영","193623.286224","558426.497861"
"650","불광2동경로당","Y","서울특별시 은평구 불광로 175","서울특별시 은평구 불광동 191-7","노인시설","117.00","15","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.93132200","37.62209500","*평시 09:00~18:00 운영","193937.018886","558057.444389"
"651","박석어버이경로당","Y","서울특별시 은평구 통일로92가길 5","서울특별시 은평구 불광동 479-116","노인시설","99.00","30","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.92125200","37.62633700","*평시 09:00~18:00 운영","193048.421394","558528.959629"
"652","불광2동주민센터","Y","서울특별시 은평구 연서로41길 18","서울특별시 은평구 불광동 81-2","주민센터","66.00","20","2024-11-15","2025-03-15","Y","09:00:00","21:00:00","N","","","N","","","N","","","126.92729610","37.62635030","*평시 09:00~18:00 운영 *한파특보시 평일 야간 18:00 ~ 21:00 운영","193581.973133","558530.005272"
"653","갈현어버이경로당","Y","서울특별시 은평구 갈현로 324-3 ","서울특별시 은평구 갈현동 419-7","노인시설","179.00","40","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.91820000","37.62550000","*평시 09:00~18:00 운영","192778.921244","558436.291917"
"654","갈현1동주민센터","Y","서울특별시 은평구 갈현로 301","서울특별시 은평구 갈현동 436-14","주민센터","286.00","86","2024-11-15","2025-03-15","Y","09:00:00","21:00:00","N","","","N","","","N","","","126.91673100","37.62371840","*평시 09:00~18:00 운영  *한파특보시 평일 야간 18:00 ~ 21:00 운영","192649.066506","558238.667217"
"655","갈현노인복지관","Y","서울특별시 은평구 통일로89길 12-6 ","서울특별시 은평구 갈현동 415-2","복지회관","40.70","10","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.91868950","37.62491170","*평시 09:00~18:00 운영","192822.076394","558370.959288"
"656","효경골경로당","Y","서울특별시 은평구 갈현로29길 49","서울특별시 은평구 갈현동 267-101","노인시설","92.00","20","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.91137300","37.62204300","*평시 09:00~18:00 운영","192175.890044","558053.148752"
"657","갈현2동경로당","Y","서울특별시 은평구 연서로17길 46-12 ","서울특별시 은평구 갈현동 490-20","노인시설","102.00","20","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.91320000","37.61450000","*평시 09:00~18:00 운영 ","192336.405908","557215.805743"
"658","갈현2동주민센터","Y","서울특별시 은평구 연서로27길 31-6 ","서울특별시 은평구 갈현동 502-3","주민센터","313.00","50","2024-11-15","2025-03-15","Y","09:00:00","21:00:00","N","","","N","","","N","","","126.91579810","37.61860220","*평시 09:00~18:00 운영 *한파특보시 평일 야간 18:00 ~ 21:00 운영","192566.201269","557670.896976"
"659","구산거북경로당","Y","서울특별시 은평구 연서로13길 29-7 ","서울특별시 은평구 구산동 17-33","노인시설","151.00","40","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.91270000","37.60980000","*평시 09:00~18:00 운영","192291.775681","556694.197517"
"660","구산경로당","Y","서울특별시 은평구 서오릉로21길 11-8 ","서울특별시 은평구 구산동 340-6","노인시설","132.00","30","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.90790300","37.61480500","*평시 09:00~18:00 운영","191868.765540","557250.103084"
"661","구산동주민센터","Y","서울특별시 은평구 갈현로17길 10","서울특별시 은평구 구산동 27-5","주민센터","66.00","20","2024-11-15","2025-03-15","Y","09:00:00","21:00:00","N","","","N","","","N","","","126.91041570","37.61175090","*평시 09:00~18:00 운영 *한파특보시 평일 야간 18:00 ~ 21:00 운영","192090.288134","556910.916270"
"662","어울누리 대촌경로당","Y","서울특별시 은평구 서오릉로 114-16 ","서울특별시 은평구 대조동 172-15","노인시설","247.00","40","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.92060000","37.61050000","*평시 09:00~18:00 운영","192989.378417","556771.270645"
"663","대조경로당","Y","서울특별시 은평구 연서로22길 9-30 ","서울특별시 은평구 대조동 212","노인시설","137.00","30","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.91958400","37.61534700","*평시 09:00~18:00 운영","192900.131524","557309.311618"
"664","대조동주민센터","Y","서울특별시 은평구 연서로20길 24-3 ","서울특별시 은평구 대조동 214-7","주민센터","276.00","83","2024-11-15","2025-03-15","Y","09:00:00","21:00:00","N","","","N","","","N","","","126.92084860","37.61416700","*평시 09:00~18:00 운영 *한파특보시 평일 야간 18:00 ~ 21:00 운영","193011.671702","557178.249436"
"665","대조노인복지관","Y","서울특별시 은평구 역말로9길 27","서울특별시 은평구 대조동 208-11","복지회관","30.00","10","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.92192300","37.61345100","*평시 09:00~18:00 운영","193106.465094","557098.701725"
"666","응암제일경로당","Y","서울특별시 은평구 백련산로 159-3 ","서울특별시 은평구 응암동 159-5","노인시설","100.00","15","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.92559020","37.59946840","*평시 09:00~18:00 운영","193429.017798","555546.523029"
"667","응암1동주민센터","Y","서울특별시 은평구 백련산로 179","서울특별시 은평구 응암동 96-3","주민센터","100.00","30","2024-11-15","2025-03-15","Y","09:00:00","21:00:00","N","","","N","","","N","","","126.92682750","37.60078320","*평시 09:00~18:00 운영 *한파특보시 평일 야간 18:00 ~ 21:00 운영","193538.395038","555692.365438"
"668","매바위경로당","Y","서울특별시 은평구 응암로22길 13-9 ","서울특별시 은평구 응암동 419-135","노인시설","133.00","15","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.91980000","37.59420000","*평시 09:00~18:00 운영","192917.197251","554962.210090"
"669","응암2동주민센터","Y","서울특별시 은평구 백련산로 100","서울특별시 은평구 응암동 229-13","주민센터","41.00","20","2024-11-15","2025-03-15","Y","09:00:00","21:00:00","N","","","N","","","N","","","126.92314210","37.59440820","*평시 09:00~18:00 운영 *한파특보시 평일 야간 18:00 ~ 21:00 운영","193212.371259","554985.071173"
"670","응암노인복지관","Y","서울특별시 은평구 응암로21가길 5-1 ","서울특별시 은평구 응암동 126-46","복지회관","103.00","35","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.91677780","37.59458760","*평시 09:00~18:00 운영 ","192650.332002","555005.461581"
"671","덕인경로당","Y","서울특별시 은평구 응암로21가길 5-1 ","서울특별시 은평구 응암동 126-46","노인시설","198.00","30","2024-05-20","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.91680000","37.59460000","*평시 09:00~18:00 운영","192652.293788","555006.836106"
"672","불광천어르신쉼터(은평춘당)","Y","서울특별시 은평구 증산로 414","서울특별시 은평구 응암동 610-2","기타","198.00","70","2024-11-15","2025-03-15","Y","10:00:00","18:00:00","Y","10:00:00","18:00:00","Y","10:00:00","18:00:00","N","","","126.91450000","37.59340000","*평시(토요일/일요일) 10:00~18:00 운영   ※공휴일 제외 ","192449.050814","554873.831929"
"673","응암3동주민센터","Y","서울특별시 은평구 불광천길 410-17 ","서울특별시 은평구 응암동 583-22","주민센터","470.00","120","2024-11-15","2025-03-15","Y","09:00:00","21:00:00","N","","","N","","","N","","","126.91562200","37.59226830","*평시 09:00~18:00 운영 *한파특보시 평일 야간 18:00 ~ 21:00 운영","192548.027637","554748.136269"
"674","충암경로당","Y","서울특별시 은평구 가좌로7길 9-15 ","서울특별시 은평구 응암동 746-15","노인시설","280.00","30","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.92073100","37.58612800","*평시 09:00~18:00 운영","192998.661734","554066.238989"
"675","어울누리 해솔경로당","Y","서울특별시 은평구 역말로 83-11 ","서울특별시 은평구 역촌동 13-29","노인시설","140.00","30","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.91861470","37.60717030","*평시 09:00~18:00 운영","192813.766006","556401.860287"
"676","역마을경로당","Y","서울특별시 은평구 진흥로1길 32-23 ","서울특별시 은평구 역촌동 30-26","노인시설","165.00","20","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.91995000","37.60341900","*평시 09:00~18:00 운영","192931.316607","555985.405704"
"677","어울누리 안심마을경로당","Y","서울특별시 은평구 진흥로7나길 12-5 ","서울특별시 은평구 역촌동 25-103","노인시설","228.00","40","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","126.91924600","37.60531800","*평시 09:00~18:00 운영","192869.332304","556196.227106"
"678","역촌동주민센터","Y","서울특별시 은평구 연서로 59","서울특별시 은평구 역촌동 62-26","주민센터","66.00","20","2024-11-15","2025-03-15","Y","09:00:00","21:00:00","N","","","N","","","N","","","126.91523820","37.60439750","*평시 09:00~18:00 운영 *한파특보시 평일 야간 18:00 ~ 21:00 운영","192515.346830","556094.373612"
