"피난처 ID","시도명","시군구명","시설명","상세주소","시설면적","경도","위도","구분","구분명","관리부서"
"866","서울특별시","강서구","골말어린이공원","서울특별시 강서구 곰달래로45길 17(화곡동)","977.0","126.8561","37.5332","1","지진실내구호소","02-2600-4112"
"867","서울특별시","강서구","구름공원","서울특별시 강서구 화곡동 98-22","833.0","126.844","37.5433","1","지진실내구호소","02-2600-4112"
"868","서울특별시","강서구","까치어린이공원","서울특별시 강서구 화곡동 354-14","1193.0","126.8418","37.5334","1","지진실내구호소","02-2600-4112"
"869","서울특별시","강서구","꿈돌이 어린이공원","서울특별시 강서구 화곡로 234(화곡동)","1549.0","126.8453","37.5459","1","지진실내구호소","02-2600-4112"
"870","서울특별시","강서구","노을 공원","서울특별시 강서구 화곡동 105-194","999.0","126.8439","37.5398","1","지진실내구호소","02-2600-4112"
"871","서울특별시","강서구","능골공원","서울특별시 강서구 화곡동 468-1","997.0","126.8552","37.5367","1","지진실내구호소","02-2600-4112"
"872","서울특별시","강서구","달빛공원","서울특별시 강서구 화곡동 783-1","976.0","126.8629","37.5311","1","지진실내구호소","02-2600-4112"
"873","서울특별시","강서구","더부리어린이공원","서울특별시 강서구 화곡동 339-19","1364.0","126.8467","37.5348","1","지진실내구호소","02-2600-4112"
"874","서울특별시","강서구","두레어린이공원","서울특별시 강서구 강서로8길 203(화곡동)","986.0","126.8593","37.5312","1","지진실내구호소","02-2600-4112"
"875","서울특별시","강서구","뜸부기공원","서울특별시 강서구 화곡동 845-19","998.0","126.8569","37.5301","1","지진실내구호소","02-2600-4112"
"876","서울특별시","강서구","모태어린이공원","서울특별시 강서구 화곡동 892-17","1003.0","126.8495","37.5295","1","지진실내구호소","02-2600-4112"
"877","서울특별시","강서구","무지개어린이공원","서울특별시 강서구 화곡동 806-10","976.0","126.8612","37.5339","1","지진실내구호소","02-2600-4112"
"878","서울특별시","강서구","미리내공원","서울특별시 강서구 화곡동 1008-32","968.0","126.8347","37.5476","1","지진실내구호소","02-2600-4112"
"879","서울특별시","강서구","바탕골공원","서울특별시 강서구 강서로45다길 74(화곡동)","887.0","126.8347","37.5445","1","지진실내구호소","02-2600-4112"
"880","서울특별시","강서구","배다리공원","서울특별시 강서구 화곡동 341-24","1630.0","126.8482","37.5321","1","지진실내구호소","02-2600-4112"
"881","서울특별시","강서구","볏골어린이공원","서울특별시 강서구 까치산로4길 22(화곡동)","4163.0","126.8443","37.5414","1","지진실내구호소","02-2600-4112"
"882","서울특별시","강서구","소나무 공원","서울특별시 강서구 까치산로15길 17(화곡동)","876.0","126.8478","37.547","1","지진실내구호소","02-2600-4112"
"883","서울특별시","강서구","솔뫼공원","서울특별시 강서구 가로공원로77길 30(화곡동)","2097.0","126.8384","37.5378","1","지진실내구호소","02-2600-4112"
"884","서울특별시","강서구","수명어린이공원","서울특별시 강서구 화곡로15길 18(화곡동)","880.0","126.8344","37.5408","1","지진실내구호소","02-2600-4112"
"885","서울특별시","강서구","안골어린이공원","서울특별시 강서구 강서로18아길 15-9 (화곡동)","2382.0","126.8508","37.5357","1","지진실내구호소","02-2600-4112"
"886","서울특별시","강서구","역말어린이공원","서울특별시 강서구 화곡로44가길 52-4 (화곡동)","1493.0","126.8487","37.5496","1","지진실내구호소","02-2600-4112"
"887","서울특별시","강서구","천사어린이공원","서울특별시 강서구 화곡동 1139-1","2395.0","126.8329","37.5469","1","지진실내구호소","02-2600-4112"
"888","서울특별시","강서구","큰별공원","서울특별시 강서구 화곡동 46-41","1081.0","126.8489","37.5444","1","지진실내구호소","02-2600-4112"
"889","서울특별시","강서구","필마공원","서울특별시 강서구 곰달래로15가길 34-14 (화곡동, 동양주택)","1056.0","126.8387","37.5315","1","지진실내구호소","02-2600-4112"
"890","서울특별시","강서구","하마터어린이공원","서울특별시 강서구 곰달래로36길 22(화곡동)","1026.0","126.8536","37.53","1","지진실내구호소","02-2600-4112"
"891","서울특별시","강서구","호돌이공원","서울특별시 강서구 화곡동 906-26","661.0","126.8459","37.5282","1","지진실내구호소","02-2600-4112"
"892","서울특별시","강서구","등서초등학교 운동장","서울특별시 강서구 화곡동 1130-4","5052.0","126.8548","37.5515","1","지진실내구호소","02-2600-6439"
"893","서울특별시","강서구","신곡초등학교운동장","서울특별시 강서구 화곡동 476-42","3100.0","126.8558","37.5386","1","지진실내구호소","02-2600-6439"
"894","서울특별시","강서구","신월초등학교운동장","서울특별시 강서구 화곡동 1080","5182.0","126.8391","37.5399","1","지진실내구호소","02-2600-6439"
"895","서울특별시","강서구","신정고등학교 운동장","서울특별시 강서구 등촌로13아길 20(화곡동)","3561.0","126.8573","37.5379","1","지진실내구호소","02-2600-6439"
"896","서울특별시","강서구","신정초등학교운동장","서울특별시 강서구 화곡동 869-42","17322.0","126.8526","37.5324","1","지진실내구호소","02-2600-6439"
"897","서울특별시","강서구","우장초등학교운동장","서울특별시 강서구 화곡동 18-5","2375.0","126.8463","37.5488","1","지진실내구호소","02-2600-6439"
"898","서울특별시","강서구","월정초등학교운동장","서울특별시 강서구 화곡동 374-1","3336.0","126.8363","37.5344","1","지진실내구호소","02-2600-6439"
"899","서울특별시","강서구","한광고등학교 운동장","서울특별시 강서구 등촌로13길 110(화곡동)","2652.0","126.8584","37.5384","1","지진실내구호소","02-2600-6439"
"900","서울특별시","강서구","화곡초등학교운동장","서울특별시 강서구 화곡동 24-266","5290.0","126.8461","37.5432","1","지진실내구호소","02-2600-6439"
"901","서울특별시","강서구","화원중학교운동장","서울특별시 강서구 화곡동 351-94","2230.0","126.8422","37.5365","1","지진실내구호소","02-2600-6439"
"902","서울특별시","강서구","공암나루근린공원","서울특별시 강서구 강서로80길 117(가양동)","24176.0","126.8497","37.5704","1","지진실내구호소","02-2600-4112"
"903","서울특별시","강서구","나들이공원","서울특별시 강서구 가양동 1459-1","1496.0","126.8442","37.5718","1","지진실내구호소","02-2600-4112"
"904","서울특별시","강서구","허준근린공원","서울특별시 강서구 허준로5길 42(가양동)","29844.0","126.8524","37.5678","1","지진실내구호소","02-2600-4112"
"905","서울특별시","강서구","황금내근린공원","서울특별시 강서구 양천로61길 101(가양동)","29048.0","126.8637","37.562","1","지진실내구호소","02-2600-4112"
"906","서울특별시","강서구","가양초등학교운동장","서울특별시 강서구 가양동 1484","3169.0","126.8593","37.5615","1","지진실내구호소","02-2600-6439"
"907","서울특별시","강서구","경서중학교 운동장","서울특별시 강서구 양천로59길 31(가양동)","2834.0","126.8588","37.5608","1","지진실내구호소","02-2600-6439"
"908","서울특별시","강서구","동양고등학교 운동장","서울특별시 강서구 허준로 50(가양동)","3077.0","126.8477","37.5688","1","지진실내구호소","02-2600-6439"
"909","서울특별시","강서구","서울시교육청학생교육원(구.공진중학교)","서울특별시 강서구 양천로55길 56(가양동)","2424.0","126.8507","37.5662","1","지진실내구호소","02-2600-6439"
"910","서울특별시","강서구","서울탑산초등학교 운동장","서울특별시 강서구 허준로 109(가양동)","2379.0","126.8524","37.5666","1","지진실내구호소","02-2600-6439"
"911","서울특별시","강서구","성재중학교 운동장","서울특별시 강서구 허준로 36(가양동)","3304.0","126.846","37.5692","1","지진실내구호소","02-2600-6439"
"912","서울특별시","강서구","세현고등학교 운동장","서울특별시 강서구 허준로 227(가양동)","1857.0","126.864","37.56","1","지진실내구호소","02-2600-6439"
"913","서울특별시","강서구","양천초등학교운동장","서울특별시 강서구 가양동 272-11","11450.0","126.8397","37.5698","1","지진실내구호소","02-2600-6439"
"914","서울특별시","강서구","영등포공업고등학교 운동장","서울특별시 강서구 허준로5길 15(가양동)","3168.0","126.8502","37.5693","1","지진실내구호소","02-2600-6439"
"915","서울특별시","강서구","마곡하늬공원","서울특별시 강서구 마곡서로 13(마곡동)","20078.0","126.821","37.5569","1","지진실내구호소","02-2600-4112"
"916","서울특별시","강서구","개화초등학교운동장","서울특별시 강서구 마곡동 501","2380.0","126.8044","37.5734","1","지진실내구호소","02-2600-6439"
"917","서울특별시","강서구","마곡중학교 운동장","서울특별시 강서구 마곡중앙5로 58(마곡동)","2310.0","126.8213","37.5674","1","지진실내구호소","02-2600-6439"
"918","서울특별시","강서구","서울공진초등학교 운동장","서울특별시 강서구 마곡서로 33(마곡동)","2479.0","126.8231","37.5578","1","지진실내구호소","02-2600-6439"
"919","서울특별시","강서구","서울공항초등학교 운동장","서울특별시 강서구 마곡서1로 68(마곡동)","2316.0","126.8217","37.5626","1","지진실내구호소","02-2600-6439"
"920","서울특별시","서대문구","명지중학교 운동장","서울특별시 서대문구 명지2길 56(홍은동)","738.0","126.9271","37.584","1","지진실내구호소","02-303-2835"
"921","서울특별시","서대문구","정원여자중학교 운동장","서울특별시 서대문구 연희로37안길 51(홍은동)","813.0","126.9331","37.5853","1","지진실내구호소","02-394-6301"
"922","서울특별시","서대문구","홍연초등학교 운동장","서울특별시 서대문구 백련사길 55(홍은동)","560.0","126.931","37.5815","1","지진실내구호소","02-394-1802"
"923","서울특별시","서대문구","홍은중학교 운동장","서울특별시 서대문구 연희로41길 94(홍은동)","586.0","126.9353","37.5922","1","지진실내구호소","02-3216-0511"
"924","서울특별시","서대문구","홍제초등학교 운동장","서울특별시 서대문구 홍은중앙로 13(홍은동)","639.0","126.9449","37.5931","1","지진실내구호소","02-396-7235"
"925","서울특별시","서대문구","나비울어린이공원","서울특별시 서대문구 북가좌동 168-32","6653.0","126.91","37.5747","1","지진실내구호소","02-330-1714"
"926","서울특별시","서대문구","은가어린이공원","서울특별시 서대문구 북가좌동 3-39","1312.0","126.9194","37.5827","1","지진실내구호소","02-330-1714"
"927","서울특별시","서대문구","중앙근린공원","서울특별시 서대문구 북가좌동 105-8","10856.0","126.9138","37.575","1","지진실내구호소","02-330-1965"
"928","서울특별시","서대문구","가재울고등학교 운동장","서울특별시 서대문구 수색로 100-35 (북가좌동)","888.0","126.9092","37.5739","1","지진실내구호소","02-6351-0500"
"929","서울특별시","서대문구","북가좌초등학교 운동장","서울특별시 서대문구 거북골로19길 20(북가좌동)","2544.0","126.9079","37.5781","1","지진실내구호소","02-372-4376"
"930","서울특별시","서대문구","가재울어린이공원","서울특별시 서대문구 남가좌동 123","9125.0","126.9104","37.5824","1","지진실내구호소","02-330-1714"
"931","서울특별시","서대문구","모래내쉼터","서울특별시 서대문구 남가좌동 382-12","1386.0","126.9165","37.5705","1","지진실내구호소","02-330-1749"
"932","서울특별시","서대문구","가재울초등학교 운동장","서울특별시 서대문구 남가좌동 164-1","2215.0","126.9183","37.5734","1","지진실내구호소","02-300-8650"
"933","서울특별시","서대문구","명지대학교 운동장","서울특별시 서대문구 거북골로 34(남가좌동)","3315.0","126.9226","37.5802","1","지진실내구호소","1577-0020"
"934","서울특별시","서대문구","연가초등학교 운동장","서울특별시 서대문구 증가로12가길 49-50 (남가좌동)","2401.0","126.9181","37.5797","1","지진실내구호소","02-372-5996"
"935","서울특별시","서대문구","연희중학교 운동장","서울특별시 서대문구 증가로 170(남가좌동)","3290.0","126.9189","37.5791","1","지진실내구호소","02-372-2992"
"936","서울특별시","마포구","쌍룡산어린이공원","서울특별시 마포구 아현동 769","647.0","126.9507","37.5522","1","지진실내구호소","02-3153-9557"
"937","서울특별시","마포구","아현녹지쉼터","서울특별시 마포구 아현동 704-0","6745.0","126.9627","37.557","1","지진실내구호소","02-3153-9572"
"938","서울특별시","마포구","소의초등학교 운동장","서울특별시 마포구 마포대로24길 42(아현동)","2722.0","126.9611","37.5521","1","지진실내구호소","02-363-0239"
"939","서울특별시","마포구","아현중학교 운동장","서울특별시 마포구 마포대로 247(아현동)","4596.0","126.9571","37.5564","1","지진실내구호소","02-363-1813"
"940","서울특별시","마포구","아현초등학교 운동장","서울특별시 마포구 굴레방로 6(아현동)","4191.0","126.9569","37.5552","1","지진실내구호소","02-313-5845"
"941","서울특별시","마포구","공덕역어린이공원","서울특별시 마포구 공덕동 467-1","2435.0","126.9512","37.545","1","지진실내구호소","02-3153-9557"
"942","서울특별시","마포구","큰더기어린이공원","서울특별시 마포구 공덕동 470-1","1514.0","126.9532","37.5505","1","지진실내구호소","02-3153-9557"
"943","서울특별시","마포구","공덕소공원(법원및쉼터)","서울특별시 마포구 공덕동 475-1","689.0","126.9545","37.5484","1","지진실내구호소","02-3153-9572"
"944","서울특별시","마포구","공덕초등학교 운동장","서울특별시 마포구 만리재옛길 13(공덕동)","5141.0","126.9541","37.5457","1","지진실내구호소","070-5075-6302"
"945","서울특별시","마포구","도화소어린이공원","서울특별시 마포구 토정로37길 22(도화동)","2098.0","126.9454","37.541","1","지진실내구호소","02-3153-9557"
"946","서울특별시","마포구","삼개어린이공원","서울특별시 마포구 토정로37길 12(도화동)","2314.0","126.9451","37.5406","1","지진실내구호소","02-3153-9557"
"947","서울특별시","마포구","마포초등학교 운동장","서울특별시 마포구 도화2길 64(도화동)","2077.0","126.9495","37.5379","1","지진실내구호소","02-712-0662"
"948","서울특별시","마포구","토정어린이공원","서울특별시 마포구 용강동 63-1","1965.0","126.9433","37.5406","1","지진실내구호소","02-3153-9557"
"949","서울특별시","마포구","마포어린이공원","서울특별시 마포구 마포대로4다길 30(마포동)","1193.0","126.9437","37.5356","1","지진실내구호소","02-3153-9557"
"950","서울특별시","마포구","용강쉼터","서울특별시 마포구 대흥동 804-2","673.0","126.9406","37.5486","1","지진실내구호소","02-3153-9572"
"951","서울특별시","마포구","이대녹지쉼터","서울특별시 마포구 대흥동 2-1","767.0","126.9463","37.5564","1","지진실내구호소","02-3153-9572"
"952","서울특별시","마포구","숭문중고등학교 운동장","서울특별시 마포구 숭문길 99(대흥동)","8782.0","126.9457","37.5515","1","지진실내구호소","070-5202-0044"
"953","서울특별시","마포구","용강초등학교 운동장","서울특별시 마포구 백범로17길 9(대흥동)","3588.0","126.9437","37.5485","1","지진실내구호소","02-717-1660"
"954","서울특별시","마포구","염리초등학교 운동장","서울특별시 마포구 토정로37길 37(염리동)","2997.0","126.9457","37.5423","1","지진실내구호소","02-715-4441"
"955","서울특별시","마포구","한서초등학교 운동장","서울특별시 마포구 대흥로24바길 27(염리동)","2571.0","126.9491","37.5533","1","지진실내구호소","02-715-0954"
"956","서울특별시","마포구","창천초등학교 운동장","서울특별시 마포구 백범로1길 56(노고산동)","3544.0","126.9395","37.5544","1","지진실내구호소","02-715-6381"
"957","서울특별시","마포구","경남아너스빌쉼터","서울특별시 마포구 신수동 456-1","624.0","126.9336","37.5488","1","지진실내구호소","02-3153-9572"
"958","서울특별시","마포구","광성고등학교 운동장","서울특별시 마포구 신수로8길 20(신수동)","2880.0","126.9364","37.5484","1","지진실내구호소","02-3270-1302"
"959","서울특별시","마포구","신석초등학교 운동장","서울특별시 마포구 대흥로 33(신수동)","1355.0","126.9379","37.544","1","지진실내구호소","02-715-2450"
"960","서울특별시","마포구","신수중학교 운동장","서울특별시 마포구 신수로 49(신수동)","4138.0","126.9338","37.5459","1","지진실내구호소","02-717-6004"
"961","서울특별시","마포구","현석어린이공원","서울특별시 마포구 현석동 1-5","1595.0","126.9332","37.5443","1","지진실내구호소","02-3153-9557"
"962","서울특별시","마포구","서강나루공원","서울특별시 마포구 창전동 165-5","2489.0","126.931","37.5452","1","지진실내구호소","02-3153-9557"
"963","서울특별시","마포구","와우근린공원","서울특별시 마포구 창전동 3-242","68623.0","126.93","37.5529","1","지진실내구호소","02-3153-9557"
"964","서울특별시","마포구","와우어린이공원","서울특별시 마포구 상수동 72-7","3166.0","126.9252","37.5489","1","지진실내구호소","02-3153-9557"
"965","서울특별시","마포구","서강초등학교 운동장","서울특별시 마포구 독막로 113(상수동)","2892.0","126.9268","37.5481","1","지진실내구호소","02-336-0561"
"966","서울특별시","마포구","서교어린이공원","서울특별시 마포구 양화로11길 21(서교동)","1417.0","126.9154","37.5518","1","지진실내구호소","02-3153-9557"
"967","서울특별시","마포구","잔다리어린이공원","서울특별시 마포구 서교동 479-1","758.0","126.9128","37.5546","1","지진실내구호소","02-3153-9557"
"968","서울특별시","마포구","홍익어린이공원","서울특별시 마포구 와우산로21길 19-3 (서교동)","2312.0","126.9233","37.5522","1","지진실내구호소","02-3153-9557"
"969","서울특별시","마포구","서교초등학교 운동장","서울특별시 마포구 와우산로23길 20-27 (서교동)","3465.0","126.9247","37.5547","1","지진실내구호소","02-324-2875"
"970","서울특별시","마포구","윗잔다리 어린이공원","서울특별시 마포구 양화로18안길 21(동교동)","2935.0","126.9262","37.5572","1","지진실내구호소","02-3153-9557"
"971","서울특별시","마포구","양화어린이공원","서울특별시 마포구 월드컵로5길 79(합정동)","450.0","126.9085","37.5504","1","지진실내구호소","02-3153-9557"
"972","서울특별시","마포구","양화진역사공원","서울특별시 마포구 토정로 2(합정동)","2000.0","126.9111","37.5456","1","지진실내구호소","02-3153-9557"
"973","서울특별시","마포구","합정동보호수 정자마당","서울특별시 마포구 합정동 450-6","1176.0","126.903","37.5512","1","지진실내구호소","02-3153-9572"
"974","서울특별시","마포구","성산중학교 운동장","서울특별시 마포구 성지1길 32-13 (합정동)","4898.0","126.9157","37.5471","1","지진실내구호소","02-332-0307"
"975","서울특별시","마포구","성산초등학교 운동장","서울특별시 마포구 양화로3길 94(합정동)","1811.0","126.9111","37.5529","1","지진실내구호소","02-335-1348"
"976","서울특별시","마포구","망원새싹어린이공원","서울특별시 마포구 망원동 509-1","555.0","126.8984","37.559","1","지진실내구호소","02-3153-9557"
"977","서울특별시","마포구","옹달샘(어린이)공원","서울특별시 마포구 망원동 408-3","1088.0","126.902","37.5548","1","지진실내구호소","02-3153-9557"
"978","서울특별시","마포구","한마음(어린이)공원","서울특별시 마포구 월드컵로15길 53(망원동)","724.0","126.908","37.5545","1","지진실내구호소","02-3153-9557"
"979","서울특별시","마포구","쌈지마당","서울특별시 마포구 방울내로 24-12 (망원동)","2850.0","126.8985","37.5576","1","지진실내구호소","02-3153-9572"
"980","서울특별시","마포구","동교초등학교 운동장","서울특별시 마포구 월드컵로25길 86(망원동)","3047.0","126.9028","37.5576","1","지진실내구호소","02-324-2775"
"981","서울특별시","마포구","망원초등학교 운동장","서울특별시 마포구 방울내로5길 28(망원동)","1389.0","126.9009","37.5605","1","지진실내구호소","02-334-5446"
"982","서울특별시","마포구","느티어린이공원","서울특별시 마포구 연남로3길 80(연남동)","826.0","126.9188","37.5596","1","지진실내구호소","02-3153-9557"
"983","서울특별시","마포구","은행나무어린이공원","서울특별시 마포구 성미산로29길 17-9 (연남동)","898.0","126.9223","37.5645","1","지진실내구호소","02-3153-9557"
"984","서울특별시","마포구","경성고등학교 운동장","서울특별시 마포구 성미산로 111(연남동)","11801.0","126.9194","37.5631","1","지진실내구호소","02-3140-1168"
"985","서울특별시","마포구","다솜어린이공원","서울특별시 마포구 성산동 113-2","652.0","126.9153","37.5625","1","지진실내구호소","02-3153-9557"
"986","서울특별시","마포구","성미산공원(성산근린공원)","서울특별시 마포구 성산동 산11-61","642.0","126.9149","37.5612","1","지진실내구호소","02-3153-9557"
"987","서울특별시","마포구","성황당어린이공원(뒤뜰어린이공원)","서울특별시 마포구 성산동 147-5","1333.0","126.9072","37.569","1","지진실내구호소","02-3153-9557"
"988","서울특별시","마포구","외주목어린이공원","서울특별시 마포구 성산동 587-16","400.0","126.9077","37.5628","1","지진실내구호소","02-3153-9557"
"989","서울특별시","마포구","큰길어린이공원","서울특별시 마포구 월드컵북로 183(성산동)","672.0","126.9081","37.5677","1","지진실내구호소","02-3153-9557"
"990","서울특별시","마포구","성서중학교 운동장","서울특별시 마포구 성산로4길 42(성산동)","2795.0","126.9087","37.5628","1","지진실내구호소","02-3141-7122"
"991","서울특별시","마포구","성원초등학교 운동장","서울특별시 마포구 월드컵로36길 34(성산동)","2511.0","126.9044","37.567","1","지진실내구호소","02-305-7241"
"992","서울특별시","마포구","중동초등학교 운동장","서울특별시 마포구 월드컵북로 152(성산동)","4584.0","126.9113","37.5666","1","지진실내구호소","02-373-4693"
"993","서울특별시","마포구","DMC문화공원","서울특별시 마포구 상암동 1611","3356.0","126.8923","37.578","1","지진실내구호소","02-3153-9557"
"994","서울특별시","마포구","가온문화공원","서울특별시 마포구 상암동 1594","3532.0","126.8876","37.5818","1","지진실내구호소","02-3153-9557"
"995","서울특별시","마포구","구룡(근린)공원","서울특별시 마포구 월드컵북로 456(상암동)","14286.0","126.8839","37.5829","1","지진실내구호소","02-3153-9557"
"996","서울특별시","마포구","물빛문화공원","서울특별시 마포구 상암동 1608","3014.0","126.8939","37.5795","1","지진실내구호소","02-3153-9557"
"997","서울특별시","마포구","휴암문화공원","서울특별시 마포구 월드컵북로 501(상암동, 상암월드컵파크9단지)","5137.0","126.8802","37.583","1","지진실내구호소","02-3153-9557"
"998","서울특별시","마포구","상암중학교 운동장","서울특별시 마포구 상암산로1길 26(상암동)","4474.0","126.8879","37.5788","1","지진실내구호소","02-375-5370"
"999","서울특별시","마포구","상암초등학교 운동장","서울특별시 마포구 월드컵북로 353(상암동)","3912.0","126.8918","37.5758","1","지진실내구호소","02-375-8893"
"1000","서울특별시","마포구","상지초등학교 운동장","서울특별시 마포구 월드컵로42길 30(상암동)","3054.0","126.8823","37.5793","1","지진실내구호소","02-303-4905"
"1001","서울특별시","양천구","갈산공원","서울특별시 양천구 목동남로 106-23 (신정동)","4591.0","126.869","37.508","1","지진실내구호소","02-2620-3586"
"1002","서울특별시","양천구","꿈나무어린이공원","서울특별시 양천구 신정동 311-1","380.0","126.8585","37.5176","1","지진실내구호소","02-2620-4391"
"1003","서울특별시","양천구","넓은들어린이공원","서울특별시 양천구 신정동 310-7","3288.0","126.8392","37.5111","1","지진실내구호소","02-2620-3586"
"1004","서울특별시","양천구","넘은들공원","서울특별시 양천구 신정동 1286","16159.0","126.8404","37.5129","1","지진실내구호소","02-2620-4391"
"1005","서울특별시","양천구","단지어린이공원","서울특별시 양천구 남부순환로88길 19(신정동)","3000.0","126.8542","37.5199","1","지진실내구호소","02-2620-3586"
"1006","서울특별시","양천구","신세계어린이공원","서울특별시 양천구 신정동 119-3","520.0","126.8758","37.5217","1","지진실내구호소","02-2620-3586"
"1007","서울특별시","양천구","신트리공원","서울특별시 양천구 신정동 1033-17","500.0","126.8564","37.5145","1","지진실내구호소","02-2620-3586"
"1008","서울특별시","양천구","앞산어린이공원","서울특별시 양천구 중앙로52길 73(신정동)","592.0","126.8583","37.5264","1","지진실내구호소","02-2620-3586"
"1009","서울특별시","양천구","양천공원","서울특별시 양천구 신정동 936-13","31066.0","126.8683","37.518","1","지진실내구호소","02-2620-3586"
"1010","서울특별시","양천구","음골어린이공원","서울특별시 양천구 신정동 320-0","824.0","126.8512","37.5273","1","지진실내구호소","02-2620-3586"
"1011","서울특별시","양천구","해누리체육공원","서울특별시 양천구 안양천로 711(신정동)","29149.0","126.8722","37.5116","1","지진실내구호소","02-2620-3586"
"1012","서울특별시","양천구","호돌이어린이공원","서울특별시 양천구 신정동 896-22","3528.0","126.8612","37.5125","1","지진실내구호소","02-2620-3586"
"1013","서울특별시","양천구","홍익어린이공원","서울특별시 양천구 신정동 327-1","713.0","126.8622","37.5285","1","지진실내구호소","02-2620-3586"
"1014","서울특별시","양천구","갈산초등학교 운동장","서울특별시 양천구 신정동 330-10","3528.0","126.8701","37.5116","1","지진실내구호소","2649-7232"
"1015","서울특별시","양천구","계남초등학교 운동장","서울특별시 양천구 신정동 325-7","5363.0","126.8601","37.5097","1","지진실내구호소","2645-8754"
"1016","서울특별시","양천구","금옥중학교 운동장","서울특별시 양천구 신정동 729-0","2750.0","126.8442","37.51","1","지진실내구호소","02-2606-6477"
"1017","서울특별시","양천구","남명초등학교 운동장","서울특별시 양천구 신정동 653-4","5900.0","126.8539","37.5149","1","지진실내구호소","02-2607-5092"
"1018","서울특별시","양천구","목동고등학교 운동장","서울특별시 양천구 신정동 325-8","716.0","126.8607","37.5088","1","지진실내구호소","02-2652-1701"
"1019","서울특별시","양천구","목동중학교 운동장","서울특별시 양천구 신정동 85-168","4451.0","126.8713","37.5204","1","지진실내구호소","2643-1103"
"1020","서울특별시","양천구","목동초등학교 운동장","서울특별시 양천구 신정동 86-2","1746.0","126.8719","37.5224","1","지진실내구호소","2646-7403"
"1021","서울특별시","양천구","목일중학교 운동장","서울특별시 양천구 신정동 330-2","1878.0","126.8745","37.5131","1","지진실내구호소","2646-0553"
"1022","서울특별시","양천구","신기초등학교 운동장","서울특별시 양천구 신정동 1274-0","6440.0","126.8541","37.5109","1","지진실내구호소","02-2601-1594"
"1023","서울특별시","양천구","신목고등학교 운동장","서울특별시 양천구 신정동 330-3","3278.0","126.8739","37.5124","1","지진실내구호소","2653-2138"
"1024","서울특별시","양천구","신목초등학교 운동장","서울특별시 양천구 신정동 281-2","1555.0","126.8729","37.5168","1","지진실내구호소","2649-8496"
"1025","서울특별시","양천구","신서고등학교  운동장","서울특별시 양천구 신정동 984-1","1167.0","126.8597","37.5237","1","지진실내구호소","2690-0400"
"1026","서울특별시","양천구","신서중학교 운동장","서울특별시 양천구 신정동 310-6","6000.0","126.8559","37.5153","1","지진실내구호소","2654-8018"
"1027","서울특별시","양천구","신서초등학교 운동장","서울특별시 양천구 신정동 312-1","4900.0","126.8625","37.5201","1","지진실내구호소","2648-0879"
"1028","서울특별시","양천구","신은초등학교 운동장","서울특별시 양천구 신정동 1319-0","1200.0","126.8325","37.5134","1","지진실내구호소","070-4394-7110"
"1029","서울특별시","양천구","양명초등학교 운동장","서울특별시 양천구 신정동 310-6","2400.0","126.8566","37.5156","1","지진실내구호소","02-2646-1597"
"1030","서울특별시","양천구","양목초등학교 운동장","서울특별시 양천구 신정동 1001-0","3016.0","126.8611","37.5236","1","지진실내구호소","2603-3405"
"1031","서울특별시","양천구","나말어린이공원","서울특별시 양천구 목동 724-1","1002.0","126.8645","37.5385","1","지진실내구호소","02-2620-4391"
"1032","서울특별시","양천구","달마을근린공원","서울특별시 양천구 목동 904-5","28606.0","126.8681","37.5425","1","지진실내구호소","02-2620-3586"
"1033","서울특별시","양천구","모세미어린이공원","서울특별시 양천구 목동 772-1","988.0","126.8686","37.5352","1","지진실내구호소","02-2620-4391"
"1034","서울특별시","양천구","목4동 소공원","서울특별시 양천구 목동 904-5","435.0","126.8688","37.5326","1","지진실내구호소","02-2620-4391"
"1035","서울특별시","양천구","목마공원","서울특별시 양천구 목동 910","11228.0","126.8855","37.5381","1","지진실내구호소","02-2620-4391"
"1036","서울특별시","양천구","백석어린이공원","서울특별시 양천구 목동중앙북로8길 76(목동)","708.0","126.865","37.5451","1","지진실내구호소","02-2620-3586"
"1037","서울특별시","양천구","오목공원","서울특별시 양천구 목동서로 159-2 (목동)","21021.0","126.8732","37.5279","1","지진실내구호소","02-2620-4391"
"1038","서울특별시","양천구","용왕산근린공원 운동장","서울특별시 양천구 목동중앙본로 73(목동)","195308.0","126.8779","37.5431","1","지진실내구호소","02-2620-3586"
"1039","서울특별시","양천구","창의어린이놀이터(목동근린공원)","서울특별시 양천구 목동 517","6606.0","126.8786","37.5465","1","지진실내구호소","02-2620-4391"
"1040","서울특별시","양천구","파리공원","서울특별시 양천구 목동동로 363(목동)","28412.0","126.8767","37.5345","1","지진실내구호소","02-2620-3586"
"1041","서울특별시","양천구","한두어린이공원","서울특별시 양천구 목동중앙북로7가길 37(목동)","986.0","126.8654","37.5492","1","지진실내구호소","02-2620-3586"
"1042","서울특별시","양천구","목2동 마을쉼터(어울림쉼터)","서울특별시 양천구 목동중앙본로32길 7(목동)","562.0","126.8715","37.5454","1","지진실내구호소","02-2620-3586"
"1043","서울특별시","양천구","강서고등학교 운동장","서울특별시 양천구 목동 735-0","4562.0","126.8662","37.5363","1","지진실내구호소","02-2642-0725"
"1044","서울특별시","양천구","목운중학교 운동장","서울특별시 양천구 목동 922-0","1799.0","126.8725","37.5267","1","지진실내구호소","02-2620-4391"
